Paragraph,Titel,Anchor,Absatz,Text
18,"Ermittlungen, Befragungen, Datenerhebungen",,,wenn die betroffene Person die Daten offensichtlich öffentlich gemacht hat oder
18,"Ermittlungen, Befragungen, Datenerhebungen",,,wenn die betroffene Person in Kenntnis des Zwecks der Erhebung in diese eingewilligt hat.
18,"Ermittlungen, Befragungen, Datenerhebungen",P18-A2,2,"Die Polizei kann ferner personenbezogene Daten erheben, soweit dies erforderlich ist"
18,"Ermittlungen, Befragungen, Datenerhebungen",,,"zur Verhütung von Straftaten, wenn tatsächliche Anhaltspunkte die Annahme rechtfertigen, dass die betroffene Person"
18,"Ermittlungen, Befragungen, Datenerhebungen",,,"innerhalb eines überschaubaren Zeitraums auf eine zumindest ihrer Art nach konkretisierte Weise Straftaten begehen oder daran teilnehmen wird,"
18,"Ermittlungen, Befragungen, Datenerhebungen",,,"mit einer in Buchstabe a genannten Person nicht nur in einem flüchtigen oder zufälligen Kontakt, sondern in einer Weise in Verbindung steht, die die Erhebung ihrer personenbezogenen Daten zur vorbeugenden Bekämpfung solcher Straftaten erfordert; dies ist der Fall, wenn Tatsachen die Annahme einer individuellen Nähe der Person zu solchen Straftaten rechtfertigen, insbesondere weil eine in Buchstabe a genannte Person sich dieser Person zur Begehung der Straftaten bedienen könnte oder die Person von der Planung oder Vorbereitung der Straftaten Kenntnis hat oder daran mitwirkt (Kontakt- und Begleitperson),"
18,"Ermittlungen, Befragungen, Datenerhebungen",,,"als Zeugin oder Zeuge, Hinweisgeberin oder Hinweisgeber oder sonstige Auskunftsperson in Betracht kommt,"
18,"Ermittlungen, Befragungen, Datenerhebungen",,,Opfer einer solchen Straftat werden könnte oder
18,"Ermittlungen, Befragungen, Datenerhebungen",,,"sich im räumlichen Nahbereich einer Person aufhält, von der auf Grund tatsächlicher Anhaltspunkte anzunehmen ist, dass sie besonders gefährdet und die Maßnahme zu ihrem Schutz erforderlich ist,"
18,"Ermittlungen, Befragungen, Datenerhebungen",,,"im Falle der Ausschreibung der Person zur Ermittlungsanfrage,"
18,"Ermittlungen, Befragungen, Datenerhebungen",,,zum Schutz privater Rechte oder
18,"Ermittlungen, Befragungen, Datenerhebungen",,,zur Leistung von Vollzugshilfe.
18,"Ermittlungen, Befragungen, Datenerhebungen",P18-A3,3,"Ermittlungen sind offen durchzuführen. Verdeckt dürfen sie außer in den in diesem Gesetz zugelassenen Fällen nur durchgeführt werden, wenn ohne diese Maßnahme die Erfüllung der Aufgaben gefährdet wäre oder wenn anzunehmen ist, dass dies dem überwiegenden Interesse der betroffenen Person entspricht."
18,"Ermittlungen, Befragungen, Datenerhebungen",P18-A4,4,"Die Ordnungsbehörden und die Polizei können eine Person befragen, wenn Tatsachen die Annahme rechtfertigen, dass die Person sachdienliche Angaben machen kann, die für die Erfüllung einer bestimmten ordnungsbehördlichen oder polizeilichen Aufgabe erforderlich sind. Für die Dauer der Befragung kann die Person angehalten werden. Sie ist verpflichtet, Namen, Vornamen, Geschlecht, Tag und Ort der Geburt, Staatsangehörigkeit und Wohnungsanschrift anzugeben. Eine weitere Auskunftspflicht besteht nur für die nach den §§ 13 oder 14 Verantwortlichen und unter den Voraussetzungen des § 16 für die dort genannten Personen sowie für Personen, für die gesetzliche Handlungspflichten bestehen."
18,"Ermittlungen, Befragungen, Datenerhebungen",P18-A5,5,"Befragungen sind grundsätzlich an die betroffene Person zu richten. Ohne deren Kenntnis können Dritte befragt werden, wenn die Befragung der betroffenen Person"
18,"Ermittlungen, Befragungen, Datenerhebungen",,,"nicht oder nicht rechtzeitig möglich ist,"
18,"Ermittlungen, Befragungen, Datenerhebungen",,,"einen unverhältnismäßig hohen Aufwand erfordern würde und schutzwürdige Belange der betroffenen Person nicht entgegenstehen,"
18,"Ermittlungen, Befragungen, Datenerhebungen",,,die Erfüllung der Aufgaben gefährden würde.
18,"Ermittlungen, Befragungen, Datenerhebungen",P18-A6,6,Der Befragte ist in geeigneter Weise auf
18,"Ermittlungen, Befragungen, Datenerhebungen",,,"die Rechtsgrundlagen der Befragung,"
18,"Ermittlungen, Befragungen, Datenerhebungen",,,eine bestehende Auskunftspflicht oder die Freiwilligkeit der Auskunft
18,"Ermittlungen, Befragungen, Datenerhebungen",,,"hinzuweisen. Der Hinweis kann unterbleiben, wenn hierdurch die Erfüllung der ordnungsbehördlichen oder polizeilichen Aufgaben erheblich erschwert oder gefährdet würde. Werden bei der Befragung personenbezogene Daten zu Zwecken außerhalb des § 30 des Berliner Datenschutzgesetzes erhoben, bestimmen sich Umfang und Grenzen der Hinweispflicht im Übrigen nach den Artikeln 13 und 14 der Verordnung (EU) 2016/679 des Europäischen Parlaments und des Rates vom 27. April 2016 zum Schutz natürlicher Personen bei der Verarbeitung personenbezogener Daten, zum freien Datenverkehr und zur Aufhebung der Richtlinie 95/46/EG (Datenschutz-Grundverordnung) (ABl. L 119 vom 4.5.2016, S. 1, ABl. L 314 vom 22.11.2016, S. 72, ABl. L 127 vom 23.5.2018, S. 2, ABl. L 74 vom 4.3.2021, S. 35) sowie nach § 23 des Berliner Datenschutzgesetzes. Bei Datenerhebungen zu Zwecken des § 30 des Berliner Datenschutzgesetzes bleibt die allgemeine Informationspflicht nach § 41 des Berliner Datenschutzgesetzes unberührt."
18,"Ermittlungen, Befragungen, Datenerhebungen",P18-A7,7,"Die §§ 52 bis 55 und 136a der Strafprozessordnung gelten entsprechend. Jedoch ist eine in § 53 Absatz 1 Nummer 3, 3a, 3b oder Nummer 5 der Strafprozessordnung genannte Person nicht zur Verweigerung der Auskunft berechtigt, soweit die Auskunft zur Abwehr einer Gefahr für den Bestand oder die Sicherheit des Bundes oder eines Landes oder für Leib, Leben, Freiheit oder sexuelle Selbstbestimmung einer Person erforderlich ist. Für Personen nach § 53 Absatz 1 Satz 1 Nummer 3 der Strafprozessordnung gilt Satz 2 nur, soweit es sich nicht um Rechtsanwälte oder Rechtsanwältinnen oder Kammerrechtsbeistände handelt. Die Sätze 2 und 3 gelten entsprechend, soweit die in § 53a Absatz 1 Satz 1 der Strafprozessordnung genannten Personen das Zeugnis verweigern dürften."
18,"Ermittlungen, Befragungen, Datenerhebungen",P18-A8,8,"Die Erhebung personenbezogener Daten nach Absatz 1 Satz 2 Nummer 3 ist unter Beachtung des § 36 des Berliner Datenschutzgesetzes unbeschadet spezieller Rechtsvorschriften nur dann zulässig, wenn die betroffene Person eine echte Wahlfreiheit hat und nicht aufgefordert oder angewiesen wird, einer rechtlichen Verpflichtung nachzukommen. Die betroffene Person ist auf die Freiwilligkeit hinzuweisen."
18a,Schutz zeugnisverweigerungsberechtigter Berufsgeheimnisträgerinnen und Berufsgeheimnisträger,P18a-A1,1,"Maßnahmen nach diesem Abschnitt, die sich gegen eine in § 53 Absatz 1 Satz 1 der Strafprozessordnung genannte Person richten und voraussichtlich Erkenntnisse erbringen würden, über die diese Person das Zeugnis verweigern dürfte, sind unzulässig. Dennoch erlangte Erkenntnisse dürfen nicht verwertet werden. Aufzeichnungen hierüber sind unverzüglich zu löschen. Die Tatsache ihrer Erlangung und Löschung ist zu dokumentieren. Die Sätze 2 bis 4 gelten entsprechend, wenn durch eine Maßnahme, die sich nicht gegen eine in § 53 Absatz 1 Satz 1 der Strafprozessordnung genannte Person richtet, von einer dort genannten Person Erkenntnisse erlangt werden, über die sie das Zeugnis verweigern dürfte."
18a,Schutz zeugnisverweigerungsberechtigter Berufsgeheimnisträgerinnen und Berufsgeheimnisträger,P18a-A2,2,"Abweichend von Absatz 1 Satz 1 sind Maßnahmen nach diesem Abschnitt, die sich gegen eine in § 53 Absatz 1 Satz 1 Nummer 3, 3a, 3b oder Nummer 5 der Strafprozessordnung genannte Person richten, zulässig, soweit sie zur Abwehr einer Gefahr für den Bestand oder die Sicherheit des Bundes oder eines Landes oder für Leib, Leben, Freiheit oder sexuelle Selbstbestimmung einer Person erforderlich sind und die Verhältnismäßigkeit unter Würdigung des öffentlichen Interesses an den von dieser Person wahrgenommenen Aufgaben und des Interesses an der Geheimhaltung der dieser Person anvertrauten oder bekannt gewordenen Tatsachen gewahrt ist. Für Personen nach § 53 Absatz 1 Satz 1 Nummer 3 der Strafprozessordnung gilt Satz 1 nur, soweit es sich nicht um Rechtsanwälte oder Rechtsanwältinnen oder Kammerrechtsbeistände handelt."
18a,Schutz zeugnisverweigerungsberechtigter Berufsgeheimnisträgerinnen und Berufsgeheimnisträger,P18a-A3,3,"Die Absätze 1 und 2 gelten entsprechend, soweit die in § 53a Absatz 1 Satz 1 der Strafprozessordnung genannten Personen das Zeugnis verweigern dürften."
18a,Schutz zeugnisverweigerungsberechtigter Berufsgeheimnisträgerinnen und Berufsgeheimnisträger,P18a-A4,4,"Die Absätze 1 bis 3 gelten nicht, sofern konkrete Tatsachen die Annahme rechtfertigen, dass die zeugnisverweigerungsberechtigte Person für die Gefahr verantwortlich ist."
18a,Schutz zeugnisverweigerungsberechtigter Berufsgeheimnisträgerinnen und Berufsgeheimnisträger,P18a-A5,5,§ 18 Absatz 7 und die Bestimmungen über die Löschung von Aufzeichnungen nach § 24c Absatz 7 und 8 bleiben unberührt.
18b,Gefährderansprache; Gefährderanschreiben,P18b-A1,1,"Die Ordnungsbehörden und die Polizei können eine Person zur Abwehr einer von ihr ausgehenden Gefahr über die Rechtslage informieren und ihr mitteilen, welche Maßnahmen sie ihr gegenüber zur Abwehr der Gefahr bei ungehindertem Geschehensablauf oder im Rahmen strafprozessualer Maßnahmen bei Verwirklichung einer Straftat voraussichtlich ergreifen würden. Zu diesem Zweck können die Ordnungsbehörden und die Polizei die Person ansprechen (Gefährderansprache) oder anschreiben (Gefährderanschreiben). Soweit es den Zweck der Maßnahme nicht gefährdet, soll die Gefährderansprache außerhalb der Hör- und Sichtweite Dritter erfolgen. Die betroffene Person darf zur Durchführung der Gefährderansprache für die Dauer der Maßnahme angehalten und ihre Identität festgestellt werden."
18b,Gefährderansprache; Gefährderanschreiben,P18b-A1,2,"Die Polizei kann Maßnahmen nach Absatz 1 auch gegenüber einer Person treffen, wenn Tatsachen die Annahme rechtfertigen, dass diese innerhalb eines übersehbaren Zeitraums auf eine zumindest ihrer Art nach konkretisierte Weise eine Straftat begehen oder an ihr teilnehmen wird."
19,Erhebung von Daten zur Vorbereitung für die Hilfeleistung in Gefahrenfällen,P19-A1,,Die Ordnungsbehörden und die Polizei können über
19,Erhebung von Daten zur Vorbereitung für die Hilfeleistung in Gefahrenfällen,,,"Personen, deren Kenntnisse oder Fähigkeiten zur Gefahrenabwehr benötigt werden,"
19,Erhebung von Daten zur Vorbereitung für die Hilfeleistung in Gefahrenfällen,,,"Verantwortliche für Anlagen oder Einrichtungen, von denen eine erhebliche Gefahr ausgehen kann,"
19,Erhebung von Daten zur Vorbereitung für die Hilfeleistung in Gefahrenfällen,,,"Verantwortliche für gefährdete Anlagen oder Einrichtungen,"
19,Erhebung von Daten zur Vorbereitung für die Hilfeleistung in Gefahrenfällen,,,"Verantwortliche für Veranstaltungen in der Öffentlichkeit, die nicht dem Versammlungsfreiheitsgesetz Berlin unterliegen,"
19,Erhebung von Daten zur Vorbereitung für die Hilfeleistung in Gefahrenfällen,P19-A1-S2,,"Namen, Vornamen, akademische Grade, Anschriften, Telefonnummern und andere Daten über die Erreichbarkeit sowie nähere Angaben über die Zugehörigkeit zu einer der genannten Personengruppen erheben, soweit das zur Vorbereitung für die Hilfeleistung und das Handeln in Gefahrenfällen erforderlich ist. Eine verdeckte Datenerhebung ist unzulässig. Sind die Daten nicht bei der betroffenen Person erhoben worden, ist die Informationspflicht nach Artikel 14 der Verordnung (EU) 2016/679 zu beachten."
20,Vorladung,P20-A1,1,"Die Ordnungsbehörden und die Polizei können eine Person schriftlich, elektronisch oder mündlich vorladen, wenn"
20,Vorladung,,,"Tatsachen die Annahme rechtfertigen, dass die Person sachdienliche Angaben machen kann, die für die Erfüllung einer bestimmten ordnungsbehördlichen oder polizeilichen Aufgabe erforderlich sind,"
20,Vorladung,,,das zur Durchführung erkennungsdienstlicher Maßnahmen erforderlich ist.
20,Vorladung,P20-A2,2,Bei der Vorladung soll deren Grund und die Art der beabsichtigten erkennungsdienstlichen Maßnahmen angegeben werden. Bei der Festsetzung des Zeitpunkts soll auf den Beruf und die sonstigen Lebensverhältnisse der betroffenen Person Rücksicht genommen werden.
20,Vorladung,P20-A3,3,"Leistet eine betroffene Person der Vorladung ohne hinreichenden Grund keine Folge, so kann die Polizei die Vorladung zwangsweise durchsetzen,"
20,Vorladung,,,"wenn die Angaben zur Abwehr einer Gefahr für den Bestand oder die Sicherheit des Bundes oder eines Landes, für Leib, Leben, Freiheit oder sexuelle Selbstbestimmung einer Person oder für Sachen von bedeutendem Wert, deren Erhaltung im öffentlichen Interesse liegt, erforderlich sind,"
20,Vorladung,,,um erkennungsdienstliche Maßnahmen durchzuführen.
21,Identitätsfeststellung,P21-A1,1,"Die Ordnungsbehörden und die Polizei können die Identität einer Person feststellen, wenn das zur Abwehr einer Gefahr oder zur Erfüllung der ihnen durch andere Rechtsvorschriften übertragenen Aufgaben (§ 1 Abs. 2) erforderlich ist."
21,Identitätsfeststellung,P21-A2,2,"Die Polizei kann ferner die Identität einer Person feststellen, wenn die Person"
21,Identitätsfeststellung,,,"sich an einem kriminalitätsbelasteten Ort oder in dessen unmittelbarer Nähe aufhält,"
21,Identitätsfeststellung,,,"sich an einem Ort aufhält, von dem Tatsachen die Annahme rechtfertigen, dass"
21,Identitätsfeststellung,,,sich dort gesuchte Straftäter verbergen oder
21,Identitätsfeststellung,,,"dort mutmaßlich Geschädigte von Straftaten nach den §§ 177, 180, 180a, 181a, 182, 232, 232a, 232b, 233, 233a des Strafgesetzbuches anzutreffen oder untergebracht sind,"
21,Identitätsfeststellung,,,"sich in einer Verkehrs- oder Versorgungsanlage oder -einrichtung, einem öffentlichen Verkehrsmittel, Amtsgebäude oder einem anderen besonders gefährdeten Objekt oder in dessen unmittelbarer Nähe aufhält und Tatsachen die Annahme rechtfertigen, dass in oder an einem Objekt dieser Art Straftaten begangen werden sollen, durch die Personen oder dieses Objekt gefährdet sind, und die Identitätsfeststellung auf Grund der Gefährdungslage oder personenbezogener Anhaltspunkte erforderlich ist,"
21,Identitätsfeststellung,,,"an einer Kontrollstelle angetroffen wird, die von der Polizei eingerichtet worden ist, um eine Straftat nach § 129a des Strafgesetzbuches, eine der in dieser Vorschrift genannten Straftaten oder eine Straftat nach § 250 Abs. 1 Nr. 1 oder 2 oder nach § 255 des Strafgesetzbuches in Verbindung mit der vorgenannten Straftat zu verhüten, und Tatsachen die Annahme rechtfertigen, dass solche Straftaten begangen werden sollen, oder"
21,Identitätsfeststellung,,,"sich in einem Fahrzeug befindet, das zur gezielten Kontrolle ausgeschrieben ist."
21,Identitätsfeststellung,,,Die Einrichtung der Kontrollstelle nach Satz 1 Nummer 4 ist außer bei Gefahr im Verzug nur mit Zustimmung der für Inneres zuständigen Senatsverwaltung zulässig. Die Polizei kann mitgeführte Sachen in Augenschein nehmen.
21,Identitätsfeststellung,P21-A2,3,"Überdies kann die Polizei die Identität einer Person feststellen, wenn das zum Schutz privater Rechte (§ 1 Absatz 4) oder zur Leistung von Vollzugshilfe (§ 1 Absatz 5) erforderlich ist."
21,Identitätsfeststellung,P21-A3,4,"Die Ordnungsbehörden und die Polizei können die zur Feststellung der Identität erforderlichen Maßnahmen treffen. Sie können die Person insbesondere anhalten, sie nach ihren Personalien befragen und verlangen, dass sie Angaben zur Feststellung ihrer Identität macht und mitgeführte Ausweispapiere zur Prüfung aushändigt. Die Polizei kann die Person festhalten und zur Dienststelle bringen, wenn die Identität auf andere Weise nicht oder nur unter erheblichen Schwierigkeiten festgestellt werden kann. Unter den Voraussetzungen des Satzes 3 können die Person und die von ihr mitgeführten Sachen durchsucht werden."
21a,Medizinische und molekulargenetische Untersuchungen,P21a-A1,1,"Die Polizei kann medizinische Untersuchungen anordnen, wenn eine nach § 21 zulässige Identitätsfeststellung einer Person, die"
21a,Medizinische und molekulargenetische Untersuchungen,,,verstorben ist oder
21a,Medizinische und molekulargenetische Untersuchungen,,,"sich erkennbar in einem die freie Willensbestimmung ausschließenden Zustand oder sich sonst in hilfloser Lage befindet,"
21a,Medizinische und molekulargenetische Untersuchungen,P21a-A1-S2,,auf andere Weise nicht oder nur unter erheblichen Schwierigkeiten möglich ist. § 81a Abs. 1 Satz 2 der Strafprozessordnung gilt entsprechend.
21a,Medizinische und molekulargenetische Untersuchungen,P21a-A2,2,"An dem durch Maßnahmen nach Absatz 1 erlangten Material sowie am aufgefundenen Spurenmaterial von Vermissten dürfen zum Zwecke der Identitätsfeststellung molekulargenetische Untersuchungen durchgeführt sowie die gewonnenen DNA-Identifizierungsmuster in einer Datei gespeichert werden. Die DNA-Identifizierungsmuster sind unverzüglich zu löschen, wenn der Zweck der Maßnahme nach Absatz 1 erreicht ist. § 81g Abs. 2 der Strafprozessordnung gilt entsprechend."
